PI,A_1,A_2,transmittance,cte,strength,tg,SaScore,reward
None,448,954,0.0,0.0,0.0,0.0,0.0,0.0
None,273,649,0.0,0.0,0.0,0.0,0.0,0.0
C=C(c1cccc(C)c1)c1ccccc1N1C(=O)c2ccc(-c3c4c(=O)oc(=O)c4cc4c(=O)n(C)c(=O)c34)cc2C1=O,173,176,0.22,31.8,191.66,346.18,3.09,0.0014
None,89,133,0.0,0.0,0.0,0.0,0.0,0.0
None,254,942,0.0,0.0,0.0,0.0,0.0,0.0
None,149,387,0.0,0.0,0.0,0.0,0.0,0.0
None,412,677,0.0,0.0,0.0,0.0,0.0,0.0
None,396,180,0.0,0.0,0.0,0.0,0.0,0.0
None,"535,133","747,285",0.0,0.0,0.0,0.0,0.0,0.0
None,330,728,0.0,0.0,0.0,0.0,0.0,0.0
None,491,29,0.0,0.0,0.0,0.0,0.0,0.0
None,340,171,0.0,0.0,0.0,0.0,0.0,0.0
None,84,270,0.0,0.0,0.0,0.0,0.0,0.0
None,518,860,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(F)c(F)c1N1C(=O)C2C3CC(C4C(=O)N(C)C(=O)C34)C2C1=O,"572,437,416","460,681,5",79.06,27.65,106.36,441.92,4.72,0.4119
None,281,639,0.0,0.0,0.0,0.0,0.0,0.0
None,460,768,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(F)c(F)c(F)c1N1C(=O)C2C3C(=O)N(C)C(=O)C3C2C1=O,544,2,79.51,15.94,108.23,442.43,3.93,0.4803
None,436,516,0.0,0.0,0.0,0.0,0.0,0.0
None,"329,301","696,923",0.0,0.0,0.0,0.0,0.0,0.0
None,"217,199,57","641,514,585",0.0,0.0,0.0,0.0,0.0,0.0
None,"60,271","179,133",0.0,0.0,0.0,0.0,0.0,0.0
None,"277,2","946,194",0.0,0.0,0.0,0.0,0.0,0.0
None,232,177,0.0,0.0,0.0,0.0,0.0,0.0
None,"25,378","686,50",0.0,0.0,0.0,0.0,0.0,0.0
None,452,142,0.0,0.0,0.0,0.0,0.0,0.0
None,191,752,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2ccccc2c2cc(N3C(=O)C4CC=C(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)CC4C3=O)ccc12,348,194,81.05,51.39,104.06,343.13,3.99,0.3808
None,468,258,0.0,0.0,0.0,0.0,0.0,0.0
None,"214,441","18,156",0.0,0.0,0.0,0.0,0.0,0.0
None,"81,102","823,433",0.0,0.0,0.0,0.0,0.0,0.0
C=C(c1ccc(C)cc1)c1ccc(N2C(=O)C3CC4CC5C(=O)N(C)C(=O)C5C4CC3C2=O)cc1,"351,43","679,967",74.75,47.44,109.54,380.67,4.08,0.3671
None,"58,187","617,40",0.0,0.0,0.0,0.0,0.0,0.0
None,293,187,0.0,0.0,0.0,0.0,0.0,0.0
None,490,599,0.0,0.0,0.0,0.0,0.0,0.0
None,511,968,0.0,0.0,0.0,0.0,0.0,0.0
None,61,910,0.0,0.0,0.0,0.0,0.0,0.0
None,"306,243","742,225",0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C2CC(=O)N(C)C2=O)CCC2C(=O)N(C3C=CC(Cc4ccc(C)cc4)=CC3(Cl)Cl)C(=O)C12,484,841,84.47,50.67,88.66,302.26,4.64,0.342
Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)cc2)c(Cl)c1,542,830,77.7,47.33,89.76,355.61,3.66,0.3888
None,"81,511","889,552",0.0,0.0,0.0,0.0,0.0,0.0
None,213,565,0.0,0.0,0.0,0.0,0.0,0.0
None,203,907,0.0,0.0,0.0,0.0,0.0,0.0
None,234,447,0.0,0.0,0.0,0.0,0.0,0.0
None,395,436,0.0,0.0,0.0,0.0,0.0,0.0
None,89,793,0.0,0.0,0.0,0.0,0.0,0.0
None,231,307,0.0,0.0,0.0,0.0,0.0,0.0
None,419,741,0.0,0.0,0.0,0.0,0.0,0.0
None,"79,124","263,597",0.0,0.0,0.0,0.0,0.0,0.0
None,419,23,0.0,0.0,0.0,0.0,0.0,0.0
None,"484,223","325,476",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(N2C(=O)C3C4(F)C(=O)N(C)C(=O)C4C3(F)C2=O)c2c(C)cccc2c1C,374,155,77.49,45.11,95.42,439.47,4.47,0.3782
None,513,381,0.0,0.0,0.0,0.0,0.0,0.0
None,281,761,0.0,0.0,0.0,0.0,0.0,0.0
None,179,733,0.0,0.0,0.0,0.0,0.0,0.0
None,106,541,0.0,0.0,0.0,0.0,0.0,0.0
None,398,833,0.0,0.0,0.0,0.0,0.0,0.0
None,37,698,0.0,0.0,0.0,0.0,0.0,0.0
None,481,940,0.0,0.0,0.0,0.0,0.0,0.0
None,215,540,0.0,0.0,0.0,0.0,0.0,0.0
None,"142,368,534","586,221,263",0.0,0.0,0.0,0.0,0.0,0.0
None,322,752,0.0,0.0,0.0,0.0,0.0,0.0
None,"115,26","92,83",0.0,0.0,0.0,0.0,0.0,0.0
None,502,476,0.0,0.0,0.0,0.0,0.0,0.0
None,446,976,0.0,0.0,0.0,0.0,0.0,0.0
None,"286,328","445,473",0.0,0.0,0.0,0.0,0.0,0.0
None,249,368,0.0,0.0,0.0,0.0,0.0,0.0
None,477,773,0.0,0.0,0.0,0.0,0.0,0.0
None,402,788,0.0,0.0,0.0,0.0,0.0,0.0
None,412,678,0.0,0.0,0.0,0.0,0.0,0.0
None,239,118,0.0,0.0,0.0,0.0,0.0,0.0
None,229,349,0.0,0.0,0.0,0.0,0.0,0.0
None,258,417,0.0,0.0,0.0,0.0,0.0,0.0
None,549,999,0.0,0.0,0.0,0.0,0.0,0.0
None,"450,235","980,728",0.0,0.0,0.0,0.0,0.0,0.0
None,196,928,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)OCCOc1ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5(C)C4(F)C3=O)cc1OCCOCCO2,"214,364","717,386",80.68,61.7,91.15,264.73,4.66,0.2921
None,507,705,0.0,0.0,0.0,0.0,0.0,0.0
None,67,918,0.0,0.0,0.0,0.0,0.0,0.0
None,"510,156,129","815,592,573",0.0,0.0,0.0,0.0,0.0,0.0
None,94,910,0.0,0.0,0.0,0.0,0.0,0.0
None,456,68,0.0,0.0,0.0,0.0,0.0,0.0
None,451,467,0.0,0.0,0.0,0.0,0.0,0.0
None,421,193,0.0,0.0,0.0,0.0,0.0,0.0
None,"45,204,85","882,987,437",0.0,0.0,0.0,0.0,0.0,0.0
None,322,538,0.0,0.0,0.0,0.0,0.0,0.0
None,137,969,0.0,0.0,0.0,0.0,0.0,0.0
None,436,828,0.0,0.0,0.0,0.0,0.0,0.0
None,285,15,0.0,0.0,0.0,0.0,0.0,0.0
None,"278,465","188,44",0.0,0.0,0.0,0.0,0.0,0.0
None,383,362,0.0,0.0,0.0,0.0,0.0,0.0
None,472,595,0.0,0.0,0.0,0.0,0.0,0.0
None,"32,192","115,927",0.0,0.0,0.0,0.0,0.0,0.0
None,523,421,0.0,0.0,0.0,0.0,0.0,0.0
None,140,322,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c(N3C(=O)C4(F)C5(C)C(=O)N(C)C(=O)C5(C)C4(F)C3=O)ccc(C#N)c12,363,132,72.12,50.11,122.88,318.82,4.49,0.3162
None,"13,405","740,978",0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(F)cccc1N1C(=O)C2CC3CC4C(=O)N(C)C(=O)C4C3CC2C1=O,"351,312","19,1",81.14,54.3,104.0,426.32,4.1,0.3963
None,148,11,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c1c(N1C(=O)C3C4CCC(c5cc6c(cc54)C(=O)N(C)C6=O)C3C1=O)cc1ccccc12,216,88,79.36,39.53,120.81,407.33,4.63,0.3889
None,301,647,0.0,0.0,0.0,0.0,0.0,0.0
None,323,850,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(N2C(=O)c3ccc(C4=CC5C(=O)N(C)C(=O)C5C=C4)cc3C2=O)c2cc(C)cc(C)c2c1,521,170,79.78,19.07,119.71,381.52,3.72,0.4715
None,504,26,0.0,0.0,0.0,0.0,0.0,0.0
None,346,410,0.0,0.0,0.0,0.0,0.0,0.0
None,155,248,0.0,0.0,0.0,0.0,0.0,0.0
None,264,91,0.0,0.0,0.0,0.0,0.0,0.0
None,163,808,0.0,0.0,0.0,0.0,0.0,0.0
None,462,1001,0.0,0.0,0.0,0.0,0.0,0.0
None,191,91,0.0,0.0,0.0,0.0,0.0,0.0
None,"521,311","725,689",0.0,0.0,0.0,0.0,0.0,0.0
None,545,625,0.0,0.0,0.0,0.0,0.0,0.0
None,"473,548","969,264",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2CCC(C#CN3C(=O)C4=CC(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)=CCC4(C)C3=O)CC2)cc1,295,493,77.52,58.59,125.17,295.83,4.0,0.3425
None,"161,185,419","543,835,627",0.0,0.0,0.0,0.0,0.0,0.0
None,"563,491","403,781",0.0,0.0,0.0,0.0,0.0,0.0
None,252,659,0.0,0.0,0.0,0.0,0.0,0.0
None,529,450,0.0,0.0,0.0,0.0,0.0,0.0
None,319,533,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)-c1cc(-n3c(=O)c4c5ccccccc6c7c(=O)n(C)c(=O)c7c7ccccccc(c4c3=O)c7c65)ccc1C21c2ccccc2Oc2ccccc21,"237,393,475,346","8,873,482,0",3.51,41.27,103.7,405.99,4.18,0.0178
None,167,1001,0.0,0.0,0.0,0.0,0.0,0.0
None,448,775,0.0,0.0,0.0,0.0,0.0,0.0
None,"437,34","402,541",0.0,0.0,0.0,0.0,0.0,0.0
None,503,290,0.0,0.0,0.0,0.0,0.0,0.0
None,488,994,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c3c(ccc(N4C(=O)C5=CC=C(Oc6ccc7c(c6)C(=O)N(C)C7=O)CC5C4=O)c13)C=C2,"96,97","152,188",36.75,39.89,96.38,326.67,3.83,0.1834
None,247,97,0.0,0.0,0.0,0.0,0.0,0.0
None,439,904,0.0,0.0,0.0,0.0,0.0,0.0
None,477,298,0.0,0.0,0.0,0.0,0.0,0.0
None,203,460,0.0,0.0,0.0,0.0,0.0,0.0
None,546,72,0.0,0.0,0.0,0.0,0.0,0.0
None,"12,347,533","170,161,989",0.0,0.0,0.0,0.0,0.0,0.0
None,209,965,0.0,0.0,0.0,0.0,0.0,0.0
None,389,943,0.0,0.0,0.0,0.0,0.0,0.0
None,46,833,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4cc5c(cc4C3=O)=CC3C(=O)N(C)C(=O)C3C=5)cc2)cc1Cl,551,832,77.84,37.17,93.84,351.5,3.78,0.4032
None,"565,206","586,663",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc3c(N4C(=O)c5ccc(C(C6=CCC7C(=O)N(C)C(=O)C7C6)(C(F)(F)F)C(F)(F)F)cc5C4=O)cccc3c2)cc1,348,218,77.97,51.86,103.74,342.04,3.96,0.3665
None,433,452,0.0,0.0,0.0,0.0,0.0,0.0
None,215,408,0.0,0.0,0.0,0.0,0.0,0.0
None,"164,381","981,466",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C5C=CC(OC6=CC7C(=O)N(C)C(=O)C7C=C6)=CC5)cc4C3=O)c(Cl)c2O)cc1,116,840,70.48,27.86,87.64,367.33,4.4,0.3549
Cc1ccc2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5(C)C4(C)C3=O)cc2c1,"12,370","635,709",71.43,14.29,136.11,420.56,3.92,0.4377
None,185,37,0.0,0.0,0.0,0.0,0.0,0.0
None,346,496,0.0,0.0,0.0,0.0,0.0,0.0
None,425,881,0.0,0.0,0.0,0.0,0.0,0.0
None,548,724,0.0,0.0,0.0,0.0,0.0,0.0
None,551,796,0.0,0.0,0.0,0.0,0.0,0.0
None,229,621,0.0,0.0,0.0,0.0,0.0,0.0
None,"134,257","118,981",0.0,0.0,0.0,0.0,0.0,0.0
None,174,476,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2ccccc2c2cc(N3C(=O)C4=CC=CC(c5ccc6c(c5)C(=O)N(C)C6=O)C4C3=O)ccc12,522,194,72.56,47.61,134.13,361.76,3.67,0.3785
None,203,423,0.0,0.0,0.0,0.0,0.0,0.0
None,450,326,0.0,0.0,0.0,0.0,0.0,0.0
None,"329,528,264","523,609,10",0.0,0.0,0.0,0.0,0.0,0.0
None,155,169,0.0,0.0,0.0,0.0,0.0,0.0
None,184,97,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)sc1cc(-n3c(=O)c4cc5ccc6c7cc8c(=O)n(C)c(=O)c8cc7ccc6c5cc4c3=O)ccc12,"262,281","733,529",0.1,28.0,111.51,414.99,2.94,0.0006
None,512,177,0.0,0.0,0.0,0.0,0.0,0.0
None,518,522,0.0,0.0,0.0,0.0,0.0,0.0
None,195,272,0.0,0.0,0.0,0.0,0.0,0.0
None,189,950,0.0,0.0,0.0,0.0,0.0,0.0
None,507,697,0.0,0.0,0.0,0.0,0.0,0.0
None,"449,394","652,737",0.0,0.0,0.0,0.0,0.0,0.0
None,328,682,0.0,0.0,0.0,0.0,0.0,0.0
None,"573,239","933,521",0.0,0.0,0.0,0.0,0.0,0.0
None,369,626,0.0,0.0,0.0,0.0,0.0,0.0
None,"349,102,447","491,623,986",0.0,0.0,0.0,0.0,0.0,0.0
None,48,665,0.0,0.0,0.0,0.0,0.0,0.0
None,"485,256,502","815,675,251",0.0,0.0,0.0,0.0,0.0,0.0
C=Cc1cccc(-c2ccc(C)c(Cl)c2Cl)c1-c1ccc(N2C(=O)C3=CCC(c4ccc5c(c4)C(=O)N(C)C5=O)C=C3C2=O)cc1,"23,295","20,797",14.14,46.31,101.78,391.11,3.85,0.0721
None,281,623,0.0,0.0,0.0,0.0,0.0,0.0
None,234,268,0.0,0.0,0.0,0.0,0.0,0.0
None,"52,99","721,38",0.0,0.0,0.0,0.0,0.0,0.0
None,444,645,0.0,0.0,0.0,0.0,0.0,0.0
None,443,994,0.0,0.0,0.0,0.0,0.0,0.0
None,524,595,0.0,0.0,0.0,0.0,0.0,0.0
None,"470,276","764,873",0.0,0.0,0.0,0.0,0.0,0.0
None,561,759,0.0,0.0,0.0,0.0,0.0,0.0
None,"216,107,84","783,885,773",0.0,0.0,0.0,0.0,0.0,0.0
None,460,213,0.0,0.0,0.0,0.0,0.0,0.0
None,540,592,0.0,0.0,0.0,0.0,0.0,0.0
None,"289,196","195,406",0.0,0.0,0.0,0.0,0.0,0.0
None,486,987,0.0,0.0,0.0,0.0,0.0,0.0
None,402,137,0.0,0.0,0.0,0.0,0.0,0.0
None,"337,10","862,118",0.0,0.0,0.0,0.0,0.0,0.0
None,465,471,0.0,0.0,0.0,0.0,0.0,0.0
CC1CCC(c2ccc(N3C(=O)C4C5C=CC(c6cc7c(cc65)C(=O)N(C)C7=O)C4C3=O)cc2)CC1C,217,640,76.12,39.96,86.18,398.18,5.07,0.3387
None,"87,182,176","741,198,803",0.0,0.0,0.0,0.0,0.0,0.0
None,546,289,0.0,0.0,0.0,0.0,0.0,0.0
None,"134,31","949,648",0.0,0.0,0.0,0.0,0.0,0.0
None,"345,383","465,285",0.0,0.0,0.0,0.0,0.0,0.0
None,170,66,0.0,0.0,0.0,0.0,0.0,0.0
None,228,713,0.0,0.0,0.0,0.0,0.0,0.0
None,"9,117","627,522",0.0,0.0,0.0,0.0,0.0,0.0
CCCC(C)(CCC)c1ccc(N2C(=O)C3(C)C(C)(C2=O)C2(F)C(=O)N(C)C(=O)C32F)cc1,363,16,79.58,45.42,128.49,261.57,4.53,0.3399
None,453,315,0.0,0.0,0.0,0.0,0.0,0.0
None,447,715,0.0,0.0,0.0,0.0,0.0,0.0
None,461,389,0.0,0.0,0.0,0.0,0.0,0.0
None,50,352,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2nc3cc(N4C(=O)c5ccc(C6=CC=C7C(=O)N(C)C(=O)C7C6)cc5C4=O)c(C)cc3c(C)c2cc1C,508,903,69.65,19.03,96.94,412.56,3.68,0.415
None,"314,67,330","823,417,367",0.0,0.0,0.0,0.0,0.0,0.0
None,186,365,0.0,0.0,0.0,0.0,0.0,0.0
None,258,463,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2c(C)cccc2c(C)c1N1C(=O)C2CC3C(CC2C1=O)C1C(=O)N(C)C(=O)C31,426,163,78.95,46.86,104.83,444.52,4.19,0.4016
None,271,419,0.0,0.0,0.0,0.0,0.0,0.0
None,206,929,0.0,0.0,0.0,0.0,0.0,0.0
None,498,293,0.0,0.0,0.0,0.0,0.0,0.0
None,450,349,0.0,0.0,0.0,0.0,0.0,0.0
None,522,859,0.0,0.0,0.0,0.0,0.0,0.0
None,"485,498","482,944",0.0,0.0,0.0,0.0,0.0,0.0
CCCN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(C)C4=O)cc2C1=O,562,983,67.28,54.91,105.32,277.26,2.38,0.365
None,381,389,0.0,0.0,0.0,0.0,0.0,0.0
None,423,679,0.0,0.0,0.0,0.0,0.0,0.0
None,137,189,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2cc(N3C(=O)CC(C)(c4ccc5c(c4)C(=O)N(C)C5=O)C3=O)cc(F)c2c1,528,453,69.46,19.98,146.59,315.12,3.21,0.4226
None,10,182,0.0,0.0,0.0,0.0,0.0,0.0
None,178,515,0.0,0.0,0.0,0.0,0.0,0.0
None,124,294,0.0,0.0,0.0,0.0,0.0,0.0
None,92,880,0.0,0.0,0.0,0.0,0.0,0.0
None,421,436,0.0,0.0,0.0,0.0,0.0,0.0
None,379,905,0.0,0.0,0.0,0.0,0.0,0.0
None,34,667,0.0,0.0,0.0,0.0,0.0,0.0
None,"277,385","467,768",0.0,0.0,0.0,0.0,0.0,0.0
None,323,606,0.0,0.0,0.0,0.0,0.0,0.0
None,"135,51","438,709",0.0,0.0,0.0,0.0,0.0,0.0
None,413,630,0.0,0.0,0.0,0.0,0.0,0.0
None,446,513,0.0,0.0,0.0,0.0,0.0,0.0
None,140,362,0.0,0.0,0.0,0.0,0.0,0.0
None,480,272,0.0,0.0,0.0,0.0,0.0,0.0
None,241,937,0.0,0.0,0.0,0.0,0.0,0.0
None,253,212,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c(-n3c(=O)c4c5ccccccc6c7c(=O)n(C)c(=O)c7c7ccccccc(c4c3=O)c7c65)c3ccccc3cc12,237,195,0.57,40.22,241.24,406.55,3.27,0.0036
Cc1cccc2c1CCCC2N1C(=O)c2ccc(C3C=CC=C4C(=O)N(C)C(=O)C43)cc2C1=O,522,249,80.34,59.9,89.58,358.5,4.0,0.3594
None,44,391,0.0,0.0,0.0,0.0,0.0,0.0
None,209,405,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2cc(N3C(=O)c4ccc([Si](C)(C)O[Si](C)(C)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)ccc2c1C,499,158,78.87,32.19,134.61,318.0,3.2,0.4529
None,235,224,0.0,0.0,0.0,0.0,0.0,0.0
None,"406,56","234,76",0.0,0.0,0.0,0.0,0.0,0.0
None,"14,62","445,866",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2cccc(N=Nc3cccc4cccc(N5C(=O)c6ccc(S(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)c34)c12,403,89,39.73,54.92,98.77,358.64,3.75,0.191
None,"311,346","424,795",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(N3C(=O)C4=CC(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)=CCC4C3=O)cc2)c(F)c1F,172,492,14.3,16.13,97.94,359.95,3.53,0.0847
None,527,355,0.0,0.0,0.0,0.0,0.0,0.0
None,281,712,0.0,0.0,0.0,0.0,0.0,0.0
None,"347,310","202,658",0.0,0.0,0.0,0.0,0.0,0.0
None,415,377,0.0,0.0,0.0,0.0,0.0,0.0
None,367,524,0.0,0.0,0.0,0.0,0.0,0.0
None,155,236,0.0,0.0,0.0,0.0,0.0,0.0
None,"278,224","742,510",0.0,0.0,0.0,0.0,0.0,0.0
None,198,606,0.0,0.0,0.0,0.0,0.0,0.0
None,140,603,0.0,0.0,0.0,0.0,0.0,0.0
None,"535,206","700,605",0.0,0.0,0.0,0.0,0.0,0.0
None,463,568,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cc(N3C(=O)c4ccc(-c5ccc6cc7c(cc6c5)C(=O)N(C)C7=O)cc4C3=O)ccc21,205,1003,4.37,32.05,120.5,382.54,3.91,0.0239
None,"326,333","69,604",0.0,0.0,0.0,0.0,0.0,0.0
None,70,822,0.0,0.0,0.0,0.0,0.0,0.0
None,239,306,0.0,0.0,0.0,0.0,0.0,0.0
None,27,737,0.0,0.0,0.0,0.0,0.0,0.0
None,"376,429","730,918",0.0,0.0,0.0,0.0,0.0,0.0
None,"131,435","902,535",0.0,0.0,0.0,0.0,0.0,0.0
None,444,582,0.0,0.0,0.0,0.0,0.0,0.0
None,"373,311","827,350",0.0,0.0,0.0,0.0,0.0,0.0
None,203,821,0.0,0.0,0.0,0.0,0.0,0.0
None,418,937,0.0,0.0,0.0,0.0,0.0,0.0
None,77,70,0.0,0.0,0.0,0.0,0.0,0.0
None,527,95,0.0,0.0,0.0,0.0,0.0,0.0
None,"276,441","523,401",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2ccccc2c1C1=C(N2C(=O)C3C=CC(CCCCc4ccc5c(c4)C(=O)N(C)C5=O)=CC3C2=O)CC=C2C=CC=CC21,"151,320","730,204",75.15,38.77,80.86,361.3,4.6,0.3437
None,395,236,0.0,0.0,0.0,0.0,0.0,0.0
None,400,788,0.0,0.0,0.0,0.0,0.0,0.0
None,"238,90","187,169",0.0,0.0,0.0,0.0,0.0,0.0
None,10,73,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c1C(N1C(=O)C3C4(F)C(=O)N(C)C(=O)C4C3(F)C1=O)=CC(C)C2,"563,374","168,747",79.4,55.46,98.38,403.63,4.89,0.3344
None,412,396,0.0,0.0,0.0,0.0,0.0,0.0
None,"17,99","259,270",0.0,0.0,0.0,0.0,0.0,0.0
None,"358,574","807,361",0.0,0.0,0.0,0.0,0.0,0.0
None,163,563,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(C)c1ccc(N2C(=O)C3CCC(C4CCCC5C(=O)N(C)C(=O)C54)CC3C2=O)cc1,352,55,82.97,59.47,85.33,288.11,4.29,0.3311
None,10,272,0.0,0.0,0.0,0.0,0.0,0.0
None,"127,28","882,837",0.0,0.0,0.0,0.0,0.0,0.0
None,271,127,0.0,0.0,0.0,0.0,0.0,0.0
None,513,283,0.0,0.0,0.0,0.0,0.0,0.0
None,10,286,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2ccccc2c2cc(N3C(=O)c4cc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc(F)c4C3=O)ccc12,345,194,1.29,27.95,173.7,335.92,2.68,0.0083
None,"277,328","132,100",0.0,0.0,0.0,0.0,0.0,0.0
None,395,47,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)C4CCC5CC6C(=O)N(C)C(=O)C6CC5C4C3=O)cc2)c(C)c1,86,831,80.57,53.37,85.8,330.66,4.13,0.3563
None,"110,312","304,83",0.0,0.0,0.0,0.0,0.0,0.0
None,"282,470","914,430",0.0,0.0,0.0,0.0,0.0,0.0
None,"117,278,282,206","157,542,691,639",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2nc3ccc(N4C(=O)C5C6(C)C(=O)N(C)C(=O)C6C5(C)C4=O)cc3c(C)c2c1,"555,36","856,662",72.94,21.93,95.7,449.23,4.12,0.4182
None,335,417,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(N=Nc2cccc3ccccc23)cc(N2C(=O)c3c(F)c(F)c(-c4ccc5c(c4)C(=O)N(C)C5=O)c(F)c3C2=O)c1,100,87,5.92,31.98,138.94,345.61,3.2,0.0348
None,386,663,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(CCCF)(C(F)(F)F)C2(N3C(=O)C4C5CC(c6c(C)cc(-c7ccc8c(c7)C(=O)N(C)C8=O)cc6C)C(C5)C4C3=O)CCCCC2)cc1,"13,64","697,921",76.31,49.88,87.64,288.54,5.75,0.2876
None,"510,550,120","971,82,942",0.0,0.0,0.0,0.0,0.0,0.0
None,"207,507","513,789",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2cc(N3C(=O)c4ccc(-c5c6c(=O)oc(=O)c6c(C)c6c(=O)n(C)c(=O)c56)cc4C3=O)ccc2c1,502,974,0.62,5.99,177.94,386.34,2.99,0.0043
None,469,32,0.0,0.0,0.0,0.0,0.0,0.0
None,3,589,0.0,0.0,0.0,0.0,0.0,0.0
None,299,663,0.0,0.0,0.0,0.0,0.0,0.0
None,66,822,0.0,0.0,0.0,0.0,0.0,0.0
None,"192,354","655,825",0.0,0.0,0.0,0.0,0.0,0.0
None,272,832,0.0,0.0,0.0,0.0,0.0,0.0
None,281,917,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(c2ccc(F)c(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)c2)C(Cl)(Cl)Cl)cc1,"105,555","970,367",77.14,55.02,92.24,339.81,4.49,0.3245
Cc1ccc(-c2ccc(CC(F)(F)N3C(=O)c4ccc(-c5c6c(=O)oc(=O)c6c(C)c6c(=O)n(C)c(=O)c56)cc4C3=O)cc2-c2cc(C)ccc2C)cc1,"502,361,432","543,963,583",9.61,33.2,105.61,410.68,3.55,0.055
None,"28,90","2,979",0.0,0.0,0.0,0.0,0.0,0.0
None,179,254,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2cc(N3C(=O)c4cc5ccccc5c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c5ccc6c(c5)C(=O)N(C)C6=O)c4C3=O)cc(C)c12,"276,161","584,99",70.22,57.5,121.05,345.06,3.68,0.3396
None,259,654,0.0,0.0,0.0,0.0,0.0,0.0
None,254,304,0.0,0.0,0.0,0.0,0.0,0.0
None,260,206,0.0,0.0,0.0,0.0,0.0,0.0
None,259,389,0.0,0.0,0.0,0.0,0.0,0.0
None,242,303,0.0,0.0,0.0,0.0,0.0,0.0
None,"286,72,139","296,303,341",0.0,0.0,0.0,0.0,0.0,0.0
None,353,999,0.0,0.0,0.0,0.0,0.0,0.0
None,"306,298","251,372",0.0,0.0,0.0,0.0,0.0,0.0
None,225,459,0.0,0.0,0.0,0.0,0.0,0.0
CC1C=CC(Cc2ccc(N3C(=O)C4(F)C5C(=O)N(C)C(=O)C5C4(F)C3=O)cc2)=CC1(C)C,373,839,81.17,62.83,91.38,298.11,4.78,0.2961
None,176,339,0.0,0.0,0.0,0.0,0.0,0.0
CC1=CC(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)CC=C1,1,333,11.46,38.81,101.25,347.83,3.2,0.0635
None,453,890,0.0,0.0,0.0,0.0,0.0,0.0
None,"124,208","670,513",0.0,0.0,0.0,0.0,0.0,0.0
